Repo,underdirectory,function,status,variables
618,96,kernel_cudaWarmUpGPU,runs,[]
618,99,kernel_cudaWarmUpGPU,runs,[]
618,109,kernel_cudaWarmUpGPU,runs,[]
618,118,kernel_copy_NN_with_NN_assuption,runs,"[('double *', 'd_temp_double_mem'), ('int *', 'd_nearest_neighbour_indexes'), ('int', 'number_of_points')]"
618,128,kernel_cudaWarmUpGPU,runs,[]
618,130,kernel_cudaWarmUpGPU,runs,[]
618,141,kernel_cudaWarmUpGPU,runs,[]
618,149,kernel_cudaCompute_AtP,runs,"[('double *', 'd_A'), ('double *', 'd_P'), ('double *', 'd_AtP'), ('int', 'rows'), ('int', 'columns')]"
618,151,kernel_cudaWarmUpGPU,runs,[]
618,158,kernel_setAllPointsToRemove,runs,"[('int', 'number_of_points'), ('bool *', 'd_markers_out')]"
618,160,kernel_cudaWarmUpGPU,runs,[]
618,167,kernel_cudaCompute_AtP,runs,"[('double *', 'd_A'), ('double *', 'd_P'), ('double *', 'd_AtP'), ('int', 'rows'), ('int', 'columns')]"
618,171,kernel_cudaWarmUpGPU,runs,[]
618,178,kernel_cudaCompute_AtP,runs,"[('double *', 'd_A'), ('double *', 'd_P'), ('double *', 'd_AtP'), ('int', 'rows'), ('int', 'columns')]"
618,181,kernel_cudaWarmUpGPU,runs,[]
618,189,kernel_copy_NN_with_NN_assuption,runs,"[('double *', 'd_temp_double_mem'), ('int *', 'd_nearest_neighbour_indexes'), ('int', 'number_of_points')]"
618,230,kernel_cudaWarmUpGPU,runs,[]
618,233,kernel_setAllPointsToRemove,runs,"[('int', 'number_of_points'), ('bool *', 'd_markers_out')]"
618,236,kernel_setAllPointsToRemove,runs,"[('bool *', 'd_markers'), ('int', 'number_of_points')]"
618,248,kernel_fill_nn_cuda,runs,"[('unsigned int *', 'd_nn'), ('int *', 'nearest_neighbour_indexes'), ('unsigned int', 'number_nearest_neighbour_indexes')]"
6182,0,kernel,runs,[]
6182,1,kernel,runs,[]
6182,2,kernel,runs,[]
6182,3,kernel,runs,[]
6189,0,dev_const,runs,"[('float *', 'px'), ('float', 'k')]"
619,0,dev_accumDiffStims,runs,"[('float *', 'd_resp_tmp'), ('float *', 'diffV1GausBuf'), ('int', 'nrXnrY'), ('int', 'scale'), ('int', 'orderX'), ('int', 'orderY'), ('int', 'orderT')]"
619,1,dev_ave,runs,"[('float *', 'i1data'), ('float *', 'i2data'), ('float *', 'odata'), ('int', 'len')]"
619,2,dev_conv1,runs,"[('float *', 'idata'), ('float *', 'odata'), ('int', 'len'), ('const float *', 'filt'), ('int', 'filtlen')]"
619,3,dev_convn,runs,"[('float *', 'idata'), ('float *', 'odata'), ('int', 'nrX_'), ('int', 'nrN'), ('int', 'stride'), ('int', 'blockStride'), ('int', 'nrBlocks'), ('const float *', 'filt'), ('int', 'filtlen')]"
619,4,dev_edges,runs,"[('float *', 'data'), ('int', 'len'), ('int', 'nrX_'), ('int', 'nrY_')]"
619,6,dev_fullRect2,runs,"[('float *', 'data'), ('int', 'len'), ('double', 'scaleV1Linear'), ('double', 'scaleV1FullWaveRect')]"
619,7,dev_mean3,runs,"[('float *', 'idata'), ('float *', 'odata'), ('int', 'nrXnrY'), ('int', 'nrZ')]"
619,8,dev_normalize,runs,"[('float *', 'resp'), ('float *', 'pop'), ('int', 'nrXnrY'), ('double', 'scaleV1C50')]"
619,9,dev_scale,runs,"[('float *', 'data'), ('float', 'scale'), ('int', 'len')]"
619,10,dev_scaleHalfRect,runs,"[('float *', 'data'), ('int', 'len'), ('float', 'scale'), ('float', 'spont')]"
619,11,dev_split_gray,runs,"[('unsigned char *', 'idata'), ('float *', 'gray'), ('int', 'len')]"
619,12,dev_split_RGB,runs,"[('unsigned char *', 'idata'), ('float *', 'gray'), ('int', 'len')]"
619,13,dev_sub,runs,"[('float *', 'i1data'), ('float *', 'i2data'), ('float *', 'odata'), ('int', 'len')]"
619,14,dev_sum,runs,"[('float *', 'i1data'), ('float *', 'i2data'), ('float *', 'odata'), ('int', 'len')]"
6190,204,cuda_debug_kernel,runs,[]
6192,88,uniformAdd,runs,"[('int *', 'g_data'), ('int *', 'uniforms'), ('int', 'n'), ('int', 'blockOffset'), ('int', 'baseIndex')]"
6199,0,add,runs,"[('int *', 'a'), ('int *', 'b'), ('int *', 'c')]"
6199,1,add,runs,"[('int *', 'a'), ('int *', 'b'), ('int *', 'c')]"
6199,2,mykernel,runs,[]
62,0,kLogregCost,runs,"[('float *', 'probs'), ('float *', 'labels'), ('float *', 'maxProbs'), ('float *', 'labelLogProbs'), ('float *', 'correctProbs'), ('const int', 'numCases'), ('const int', 'numOut')]"
62,35,kTile,runs,"[('const float *', 'src'), ('float *', 'tgt'), ('const uint', 'srcWidth'), ('const uint', 'srcHeight'), ('const uint', 'tgtWidth'), ('const uint', 'tgtHeight')]"
62,36,kDotProduct_r,runs,"[('float *', 'a'), ('float *', 'b'), ('float *', 'target'), ('const uint', 'numCols'), ('const uint', 'numElements')]"
62,37,kSetupCurand,runs,"[('curandState *', 'state'), ('unsigned long long', 'seed')]"
6201,3,multKernel,runs,"[('int *', 'c'), ('const int *', 'a'), ('const int *', 'b')]"
6201,4,multKernel,runs,"[('int *', 'c'), ('const int *', 'a'), ('const int *', 'b')]"
6203,1,find_nearest_cluster,runs,"[('int', 'numCoords'), ('int', 'numObjs'), ('int', 'numClusters'), ('float *', 'objects'), ('float *', 'deviceClusters'), ('int *', 'membership'), ('int *', 'changedmembership')]"
6205,172,downscale,runs,"[('float *', 'gradInput_data'), ('const float *', 'gradOutput_data'), ('long', 'no_elements'), ('int', 'scale_factor'), ('int', 'd1'), ('int', 'd2'), ('int', 'd3')]"
6205,303,softmax_gradient_kernel,runs,"[('const int', 'dim'), ('const float *', 'Y'), ('const float *', 'dY'), ('float *', 'dX')]"
6205,311,AccuracyDivideKernel,runs,"[('const int', 'N'), ('float *', 'accuracy')]"
6210,2,kernel_looping,runs,"[('float *', 'point'), ('unsigned int', 'num')]"
6210,5,init,runs,"[('uint32_t *', 'v'), ('uint32_t', 'val'), ('uint32_t', 'n')]"
6210,21,analyze,runs,"[('const float *', 'input'), ('float *', 'sum'), ('int', 'numElements')]"
6210,22,sum,runs,"[('const float *', 'input'), ('float *', 'output'), ('int', 'numElements')]"
6220,204,cuda_debug_kernel,runs,[]
6221,176,downscale,runs,"[('float *', 'gradInput_data'), ('const float *', 'gradOutput_data'), ('long', 'no_elements'), ('int', 'scale_factor'), ('int', 'd1'), ('int', 'd2'), ('int', 'd3')]"
6221,316,AccuracyDivideKernel,runs,"[('const int', 'N'), ('float *', 'accuracy')]"
6222,3,ComputeHomographies,runs,"[('float *', 'coord'), ('int *', 'randPts'), ('float *', 'homo'), ('int', 'numPts')]"
6222,6,ScaleUp,runs,"[('float *', 'd_Result'), ('float *', 'd_Data'), ('int', 'width'), ('int', 'pitch'), ('int', 'height'), ('int', 'newpitch')]"
6222,16,createHistCuda,runs,"[('float *', 'siftCentroids'), ('float *', 'siftImage'), ('int', 'linesCent'), ('int', 'linesIm'), ('float *', 'temp')]"
6222,17,matchHistCuda,runs,"[('float *', 'qSet'), ('float *', 'dbSet'), ('size_t', 'qSize'), ('size_t', 'dbSize'), ('size_t', 'hSize'), ('float *', 'out')]"
6222,18,rowMin,runs,"[('float *', 'input'), ('int *', 'output'), ('size_t', 'rowS'), ('size_t', 'rowNum')]"
6224,1,kernelA,runs,"[('float *', 'r'), ('float *', 'x'), ('float *', 'y'), ('float *', 'z'), ('int', 'size')]"
6224,2,kernelB,runs,"[('float *', 'r'), ('float *', 'x'), ('float *', 'y'), ('float *', 'z'), ('int', 'size')]"
6225,0,saxpy,runs,"[('float *', 'X'), ('float *', 'Y'), ('float *', 'Z'), ('int', 'A'), ('int', 'N')]"
6226,0,VectorSum,runs,"[('int *', 'result'), ('const int *', 'vector_a'), ('const int *', 'vector_b')]"
6226,1,gpu_matrix_mult,runs,"[('int *', 'a'), ('int *', 'b'), ('int *', 'c'), ('int', 'm'), ('int', 'n'), ('int', 'k')]"
6226,2,gpu_square_matrix_mult,runs,"[('int *', 'd_a'), ('int *', 'd_b'), ('int *', 'd_result'), ('int', 'n')]"
6226,3,gpu_matrix_transpose,runs,"[('int *', 'mat_in'), ('int *', 'mat_out'), ('unsigned int', 'rows'), ('unsigned int', 'cols')]"
6226,4,reduction,runs,"[('float *', 'g_odata'), ('float *', 'g_idata')]"
6238,36,sync_conv_groups,runs,[]
6243,170,downscale,runs,"[('float *', 'gradInput_data'), ('const float *', 'gradOutput_data'), ('long', 'no_elements'), ('int', 'scale_factor'), ('int', 'd1'), ('int', 'd2'), ('int', 'd3')]"
6243,311,AccuracyDivideKernel,runs,"[('const int', 'N'), ('float *', 'accuracy')]"
6246,3,kernel_tanh_full_device,runs,"[('unsigned int', 'size'), ('int *', 'x'), ('int *', 'out')]"
6246,11,kernel_sigmoid_full_device,runs,"[('unsigned int', 'size'), ('int *', 'x'), ('int *', 'out')]"
6246,18,kernel_log_full_device,runs,"[('int *', 'x'), ('int *', 'out'), ('unsigned int', 'size'), ('int', 'epsilon')]"
6246,27,kernel_pow_grad_device,runs,"[('int *', 'x'), ('int', 'power'), ('int *', 'grad'), ('int *', 'out'), ('bool', 'grad_is_scalar'), ('unsigned int', 'size')]"
6252,188,downscale,runs,"[('float *', 'gradInput_data'), ('const float *', 'gradOutput_data'), ('long', 'no_elements'), ('int', 'scale_factor'), ('int', 'd1'), ('int', 'd2'), ('int', 'd3')]"
6252,329,AccuracyDivideKernel,runs,"[('const int', 'N'), ('float *', 'accuracy')]"
627,0,DP,runs,"[('char *', 'dT_seq'), ('char *', 'dTrace'), ('int *', 'dScore')]"
628,0,setup_kernel,runs,"[('long long', 'seed'), ('curandState_t *', 'devStates'), ('ushort', 'N')]"
628,3,modcpy,runs,"[('void *', 'destination'), ('void *', 'source'), ('size_t', 'destination_size'), ('size_t', 'source_size')]"
628,4,setup_kernel,runs,"[('long long', 'seed'), ('curandState_t *', 'devStates'), ('ushort', 'N')]"
628,8,modcpy,runs,"[('void *', 'destination'), ('void *', 'source'), ('size_t', 'destination_size'), ('size_t', 'source_size')]"
6286,1,k2,runs,"[('int *', 'Aux'), ('int *', 'S')]"
6286,3,k4,runs,"[('int *', 'Aux'), ('int *', 'S')]"
6286,4,k5,runs,"[('int *', 'Aux'), ('int *', 'S')]"
6288,20,GetOutLod,runs,"[('const size_t *', 'num_erased'), ('const size_t *', 'in_lod'), ('const size_t', 'lod_len'), ('size_t *', 'out_lod0')]"
629,0,freqencyStep1,runs,"[('char *', 'd_dat'), ('int', 'len'), ('int *', 'd_freq')]"
629,1,freqencyMethod2,runs,"[('char *', 'd_dat'), ('int', 'len'), ('int *', 'd_freq')]"
6292,168,downscale,runs,"[('float *', 'gradInput_data'), ('const float *', 'gradOutput_data'), ('long', 'no_elements'), ('int', 'scale_factor'), ('int', 'd1'), ('int', 'd2'), ('int', 'd3')]"
6292,303,softmax_gradient_kernel,runs,"[('const int', 'dim'), ('const float *', 'Y'), ('const float *', 'dY'), ('float *', 'dX')]"
6292,308,AccuracyDivideKernel,runs,"[('const int', 'N'), ('float *', 'accuracy')]"
6301,25,apply_lifter_and_floor_energy,runs,"[('int', 'num_frames'), ('int', 'num_cols'), ('float', 'cepstral_lifter'), ('bool', 'use_energy'), ('float', 'energy_floor'), ('float *', 'log_energy'), ('float *', 'lifter_coeffs'), ('float *', 'features'), ('int32_t', 'ldf')]"
6301,26,power_spectrum_kernel,runs,"[('int', 'row_length'), ('float *', 'A_in'), ('int32_t', 'ldi'), ('float *', 'A_out'), ('int32_t', 'ldo')]"
6301,32,square_matrix_kernel,runs,"[('int32_t', 'num_rows'), ('int32_t', 'num_cols'), ('const float *', 'feats'), ('int32_t', 'ldf'), ('float *', 'feats_sq'), ('int32_t', 'lds')]"
6301,35,update_linear_and_quadratic_terms_kernel,runs,"[('int32_t', 'n'), ('float', 'prior_offset'), ('float *', 'cur_tot_weight'), ('int32_t', 'max_count'), ('float *', 'quadratic'), ('float *', 'linear')]"
6315,178,downscale,runs,"[('float *', 'gradInput_data'), ('const float *', 'gradOutput_data'), ('long', 'no_elements'), ('int', 'scale_factor'), ('int', 'd1'), ('int', 'd2'), ('int', 'd3')]"
6315,318,AccuracyDivideKernel,runs,"[('const int', 'N'), ('float *', 'accuracy')]"
6323,0,simple_vbo_kernel,runs,"[('float4 *', 'pos'), ('unsigned int', 'width'), ('unsigned int', 'height'), ('float', 'time')]"
6324,0,cube,runs,"[('float *', 'd_out'), ('float *', 'd_in')]"
6324,1,square,runs,"[('float *', 'd_out'), ('float *', 'd_in')]"
6337,13,test_launch_cuda_native,runs,"[('float *', 'scalar'), ('float *', 'vector'), ('int', 'sxy'), ('int', 'sx'), ('int', 'sy'), ('int', 'sz'), ('int', 'stride')]"
6337,16,fill_one,runs,"[('float *', 'prp_0'), ('int', 'sz')]"
6337,17,fill_count,runs,"[('float *', 'prp_0'), ('int', 'sz')]"
636,2,map_index_to_prefix,runs,"[('uint8_t *', 'hashes'), ('uint32_t *', 'sort_indices'), ('uint32_t *', 'comb_count'), ('uint32_t *', 'comb_sum'), ('uint32_t *', 'comb_prefix'), ('uint32_t', 'r'), ('uint32_t', 'size')]"
636,5,remap_reduction,runs,"[('uint32_t *', 'd_reduction'), ('uint32_t *', 'd_mapping'), ('uint32_t *', 'old_d_ij_buf'), ('uint32_t', 'sum_prev_size'), ('uint32_t', 'prev_size'), ('uint32_t *', 'new_d_ij_buf'), ('uint32_t', 'new_size')]"
636,8,expand_array,runs,"[('unsigned char *', 'd_in'), ('unsigned char *', 'd_out')]"
636,9,get_sort_keys,runs,"[('unsigned char *', 'd_hashes'), ('uint32_t *', 'd_sort_keys'), ('uint32_t *', 'd_sort_indices'), ('uint32_t', 'r'), ('uint32_t', 'num_keys')]"
636,10,initialize_to_one,runs,"[('uint32_t *', 'reduction'), ('uint32_t', 'size')]"
636,11,final_mark_starts,runs,"[('uint8_t *', 'hashes'), ('uint32_t *', 'sort_indices'), ('uint32_t *', 'off_map'), ('uint32_t', 'r'), ('uint32_t', 'hash_count')]"
636,14,final_map_index_to_prefix,runs,"[('uint8_t *', 'hashes'), ('uint32_t *', 'sort_indices'), ('uint32_t *', 'off_map'), ('uint32_t *', 'comb_count'), ('uint32_t *', 'comb_sum'), ('uint32_t *', 'comb_prefix'), ('uint32_t', 'r'), ('uint32_t', 'size')]"
6360,4,detect_edges,runs,"[('unsigned char *', 'in'), ('unsigned char *', 'out')]"
6364,90,scaleVector,runs,"[('float *', 'd_res'), ('const float *', 'd_src'), ('float', 'scale'), ('const int', 'len')]"
6364,103,ForwardWarpKernel_PSF2x2,runs,"[('const float *', 'u'), ('const float *', 'v'), ('const float *', 'src'), ('const int', 'w'), ('const int', 'h'), ('const int', 'flow_stride'), ('const int', 'image_stride'), ('const float', 'time_scale'), ('float *', 'normalization_factor'), ('float *', 'dst')]"
6364,104,ForwardWarpKernel_PSF1x1,runs,"[('const float *', 'u'), ('const float *', 'v'), ('const float *', 'src'), ('const int', 'w'), ('const int', 'h'), ('const int', 'flow_stride'), ('const int', 'image_stride'), ('const float', 'time_scale'), ('float *', 'dst')]"
6364,105,NormalizeKernel,runs,"[('const float *', 'normalization_factor'), ('int', 'w'), ('int', 'h'), ('int', 's'), ('float *', 'image')]"
6364,106,MemsetKernel,runs,"[('const float', 'value'), ('int', 'w'), ('int', 'h'), ('float *', 'image')]"
6369,0,allocHamiltonian,runs,"[('float *', 'devMat'), ('float *', 'devSpins'), ('int', 'index'), ('int', 'size'), ('double *', 'energyTempor')]"
6369,1,quickSum,runs,"[('double *', 'energyTempor'), ('int', 'size')]"
6369,2,cudaKernelPull,runs,"[('float *', 'mat'), ('float *', 'spins'), ('int', 'size'), ('float *', 'temp'), ('float', 'tempStep'), ('float *', 'meanFieldElements'), ('bool *', 'continueIteration'), ('float', 'minDiff'), ('int *', 'unemptyCells'), ('float', 'linearCoef')]"
637,3,imgGray,runs,"[('unsigned char *', 'd_image'), ('unsigned char *', 'd_imagegray'), ('int', 'width'), ('int', 'height')]"
637,5,imgGray,runs,"[('unsigned char *', 'd_image'), ('unsigned char *', 'd_imagegray'), ('int', 'width'), ('int', 'height')]"
637,6,MultiplicarMatrices,runs,"[('float *', 'm1'), ('float *', 'm2'), ('float *', 'mr'), ('int', 'columna1'), ('int', 'fila1'), ('int', 'columna2'), ('int', 'fila2')]"
6372,0,createVersionVisualization,runs,"[('uchar4 *', 'PBOpos'), ('int', 'width'), ('int', 'height'), ('int', 'major'), ('int', 'minor')]"
6375,0,binarize_kernel,runs,"[('float *', 'x'), ('int', 'n'), ('float *', 'binary')]"
6375,1,binarize_input_kernel,runs,"[('float *', 'input'), ('int', 'n'), ('int', 'size'), ('float *', 'binary')]"
6375,2,binarize_filters_kernel,runs,"[('float *', 'filters'), ('int', 'n'), ('int', 'size'), ('float *', 'binary')]"
6375,3,forward_avgpool_layer_kernel,runs,"[('int', 'n'), ('int', 'w'), ('int', 'h'), ('int', 'c'), ('float *', 'input'), ('float *', 'output')]"
6375,4,backward_avgpool_layer_kernel,runs,"[('int', 'n'), ('int', 'w'), ('int', 'h'), ('int', 'c'), ('float *', 'in_delta'), ('float *', 'out_delta')]"
6375,5,im2col_gpu_kernel,runs,"[('const int', 'n'), ('const float *', 'data_im'), ('const int', 'height'), ('const int', 'width'), ('const int', 'ksize'), ('const int', 'pad'), ('const int', 'stride'), ('const int', 'height_col'), ('const int', 'width_col'), ('float *', 'data_col')]"
6375,6,im2col_pad_kernel,runs,"[('float *', 'im'), ('int', 'channels'), ('int', 'height'), ('int', 'width'), ('int', 'ksize'), ('int', 'stride'), ('float *', 'data_col')]"
6375,7,im2col_nopad_kernel,runs,"[('float *', 'im'), ('int', 'channels'), ('int', 'height'), ('int', 'width'), ('int', 'ksize'), ('int', 'stride'), ('float *', 'data_col')]"
6375,8,scale_bias_kernel,runs,"[('float *', 'output'), ('float *', 'biases'), ('int', 'n'), ('int', 'size')]"
6375,9,backward_scale_kernel,runs,"[('float *', 'x_norm'), ('float *', 'delta'), ('int', 'batch'), ('int', 'n'), ('int', 'size'), ('float *', 'scale_updates')]"
6375,10,add_bias_kernel,runs,"[('float *', 'output'), ('float *', 'biases'), ('int', 'n'), ('int', 'size')]"
6375,11,backward_bias_kernel,runs,"[('float *', 'bias_updates'), ('float *', 'delta'), ('int', 'batch'), ('int', 'n'), ('int', 'size')]"
6375,12,dot_kernel,runs,"[('float *', 'output'), ('float', 'scale'), ('int', 'batch'), ('int', 'n'), ('int', 'size'), ('float *', 'delta')]"
6375,13,normalize_kernel,runs,"[('int', 'N'), ('float *', 'x'), ('float *', 'mean'), ('float *', 'variance'), ('int', 'batch'), ('int', 'filters'), ('int', 'spatial')]"
6375,14,normalize_delta_kernel,runs,"[('int', 'N'), ('float *', 'x'), ('float *', 'mean'), ('float *', 'variance'), ('float *', 'mean_delta'), ('float *', 'variance_delta'), ('int', 'batch'), ('int', 'filters'), ('int', 'spatial'), ('float *', 'delta')]"
6375,15,variance_delta_kernel,runs,"[('float *', 'x'), ('float *', 'delta'), ('float *', 'mean'), ('float *', 'variance'), ('int', 'batch'), ('int', 'filters'), ('int', 'spatial'), ('float *', 'variance_delta')]"
6375,16,accumulate_kernel,runs,"[('float *', 'x'), ('int', 'n'), ('int', 'groups'), ('float *', 'sum')]"
6375,17,fast_mean_delta_kernel,runs,"[('float *', 'delta'), ('float *', 'variance'), ('int', 'batch'), ('int', 'filters'), ('int', 'spatial'), ('float *', 'mean_delta')]"
6375,18,fast_variance_delta_kernel,runs,"[('float *', 'x'), ('float *', 'delta'), ('float *', 'mean'), ('float *', 'variance'), ('int', 'batch'), ('int', 'filters'), ('int', 'spatial'), ('float *', 'variance_delta')]"
6375,19,mean_delta_kernel,runs,"[('float *', 'delta'), ('float *', 'variance'), ('int', 'batch'), ('int', 'filters'), ('int', 'spatial'), ('float *', 'mean_delta')]"
6375,20,mean_kernel,runs,"[('float *', 'x'), ('int', 'batch'), ('int', 'filters'), ('int', 'spatial'), ('float *', 'mean')]"
6375,21,variance_kernel,runs,"[('float *', 'x'), ('float *', 'mean'), ('int', 'batch'), ('int', 'filters'), ('int', 'spatial'), ('float *', 'variance')]"
6375,22,axpy_kernel,runs,"[('int', 'N'), ('float', 'ALPHA'), ('float *', 'X'), ('int', 'OFFX'), ('int', 'INCX'), ('float *', 'Y'), ('int', 'OFFY'), ('int', 'INCY')]"
6375,23,pow_kernel,runs,"[('int', 'N'), ('float', 'ALPHA'), ('float *', 'X'), ('int', 'INCX'), ('float *', 'Y'), ('int', 'INCY')]"
6375,24,const_kernel,runs,"[('int', 'N'), ('float', 'ALPHA'), ('float *', 'X'), ('int', 'INCX')]"
6375,25,constrain_kernel,runs,"[('int', 'N'), ('float', 'ALPHA'), ('float *', 'X'), ('int', 'INCX')]"
6375,26,scal_kernel,runs,"[('int', 'N'), ('float', 'ALPHA'), ('float *', 'X'), ('int', 'INCX')]"
6375,27,fill_kernel,runs,"[('int', 'N'), ('float', 'ALPHA'), ('float *', 'X'), ('int', 'INCX')]"
6375,28,mask_kernel,runs,"[('int', 'n'), ('float *', 'x'), ('float', 'mask_num'), ('float *', 'mask')]"
6375,29,copy_kernel,runs,"[('int', 'N'), ('float *', 'X'), ('int', 'OFFX'), ('int', 'INCX'), ('float *', 'Y'), ('int', 'OFFY'), ('int', 'INCY')]"
6375,30,mul_kernel,runs,"[('int', 'N'), ('float *', 'X'), ('int', 'INCX'), ('float *', 'Y'), ('int', 'INCY')]"
6375,31,fast_mean_kernel,runs,"[('float *', 'x'), ('int', 'batch'), ('int', 'filters'), ('int', 'spatial'), ('float *', 'mean')]"
6375,32,fast_variance_kernel,runs,"[('float *', 'x'), ('float *', 'mean'), ('int', 'batch'), ('int', 'filters'), ('int', 'spatial'), ('float *', 'variance')]"
6375,33,shortcut_kernel,runs,"[('int', 'size'), ('int', 'minw'), ('int', 'minh'), ('int', 'minc'), ('int', 'stride'), ('int', 'sample'), ('int', 'batch'), ('int', 'w1'), ('int', 'h1'), ('int', 'c1'), ('float *', 'add'), ('int', 'w2'), ('int', 'h2'), ('int', 'c2'), ('float *', 'out')]"
6375,34,smooth_l1_kernel,runs,"[('int', 'n'), ('float *', 'pred'), ('float *', 'truth'), ('float *', 'delta'), ('float *', 'error')]"
6375,35,l2_kernel,runs,"[('int', 'n'), ('float *', 'pred'), ('float *', 'truth'), ('float *', 'delta'), ('float *', 'error')]"
6375,36,weighted_sum_kernel,runs,"[('int', 'n'), ('float *', 'a'), ('float *', 'b'), ('float *', 's'), ('float *', 'c')]"
6375,37,weighted_delta_kernel,runs,"[('int', 'n'), ('float *', 'a'), ('float *', 'b'), ('float *', 's'), ('float *', 'da'), ('float *', 'db'), ('float *', 'ds'), ('float *', 'dc')]"
6375,38,mult_add_into_kernel,runs,"[('int', 'n'), ('float *', 'a'), ('float *', 'b'), ('float *', 'c')]"
6375,39,levels_image_kernel,runs,"[('float *', 'image'), ('float *', 'rand'), ('int', 'batch'), ('int', 'w'), ('int', 'h'), ('int', 'train'), ('float', 'saturation'), ('float', 'exposure'), ('float', 'translate'), ('float', 'scale'), ('float', 'shift')]"
6375,41,col2im_gpu_kernel,runs,"[('const int', 'n'), ('const float *', 'data_col'), ('const int', 'height'), ('const int', 'width'), ('const int', 'ksize'), ('const int', 'pad'), ('const int', 'stride'), ('const int', 'height_col'), ('const int', 'width_col'), ('float *', 'data_im')]"
6375,42,yoloswag420blazeit360noscope,runs,"[('float *', 'input'), ('int', 'size'), ('float *', 'rand'), ('float', 'prob'), ('float', 'scale')]"
6375,43,forward_maxpool_layer_kernel,runs,"[('int', 'n'), ('int', 'in_h'), ('int', 'in_w'), ('int', 'in_c'), ('int', 'stride'), ('int', 'size'), ('float *', 'input'), ('float *', 'output'), ('int *', 'indexes')]"
6375,44,backward_maxpool_layer_kernel,runs,"[('int', 'n'), ('int', 'in_h'), ('int', 'in_w'), ('int', 'in_c'), ('int', 'stride'), ('int', 'size'), ('float *', 'delta'), ('float *', 'prev_delta'), ('int *', 'indexes')]"
6375,45,forward_softmax_layer_kernel,runs,"[('int', 'n'), ('int', 'batch'), ('float *', 'input'), ('float', 'temp'), ('float *', 'output')]"
639,7,BoxReciprocalGPU,runs,"[('double *', 'gpu_prefact'), ('double *', 'gpu_sumRnew'), ('double *', 'gpu_sumInew'), ('double *', 'gpu_energyRecip'), ('int', 'imageSize')]"
6394,0,setup_kernelf,runs,"[('curandState *', 'state'), ('unsigned long', 'seed')]"
6394,1,initializeFloat1Dpopulation,runs,"[('float *', 'population'), ('int', 'sizeofPopulation'), ('int', 'sizeofChormosome'), ('curandState *', 'globalState'), ('int', 'division')]"
6394,2,gpuCrossover,runs,"[('float *', 'chromosome'), ('curandState *', 'globalState'), ('int', 'sizeofChromosome'), ('int', 'sizeofPopulation'), ('int', 'Bias'), ('float', 'prob')]"
6394,4,setup_kernelc,runs,"[('curandState *', 'state'), ('unsigned long', 'seed')]"
6394,5,initializeChar1Dpopulation,runs,"[('char *', 'population'), ('int', 'sizeofPopulation'), ('int', 'sizeofChormosome'), ('curandState *', 'globalState'), ('int', 'division')]"
6394,6,initializeChar1DRangepopulation,runs,"[('char *', 'population'), ('int', 'sizeofPopulation'), ('int', 'sizeofChormosome'), ('curandState *', 'globalState'), ('int', 'division'), ('char *', 'range')]"
6394,7,gpuCrossover,runs,"[('char *', 'chromosome'), ('curandState *', 'globalState'), ('int', 'sizeofChromosome'), ('int', 'sizeofPopulation'), ('int', 'Bias'), ('float', 'prob'), ('char *', 'range')]"
6394,9,setup_kernel,runs,"[('curandState *', 'state'), ('unsigned long', 'seed')]"
6394,10,initializeBinary1Dpopulation,runs,"[('int *', 'population'), ('int', 'sizeofPopulation'), ('int', 'sizeofChormosome'), ('curandState *', 'globalState'), ('int', 'division')]"
6394,11,gpuCrossover,runs,"[('int *', 'chromosome'), ('curandState *', 'globalState'), ('int', 'sizeofChromosome'), ('int', 'sizeofPopulation'), ('int', 'Bias'), ('float', 'prob')]"
64,1,copyPixelsInSlicesRGB,runs,"[('float *', 'ptrinput0'), ('float *', 'ptrkslices0'), ('int', 'dH'), ('int', 'dW'), ('int', 'kH'), ('int', 'kW'), ('int', 'size1'), ('int', 'size2'), ('int', 'isize1'), ('int', 'isize2'), ('int', 'nInputPlane'), ('int', 'padleft'), ('int', 'padright'), ('int', 'padup'), ('int', 'paddown'), ('int', 'inputstr0'), ('int', 'kslicesstr0'), ('int', 'batchsize')]"
64,3,copyBiasToOutputs,runs,"[('float *', 'ptrbias'), ('float *', 'ptroutput'), ('const int', 'size1'), ('const int', 'size2'), ('const int', 'nOutputPlane'), ('const int', 'linestride'), ('const int', 'imstride')]"
640,0,histogram,runs,"[('unsigned int *', 'in'), ('unsigned int *', 'hist'), ('int', 'n'), ('unsigned int', 'nBins'), ('unsigned int', 'mask'), ('unsigned int', 'current_bits')]"
640,1,scanBlks,runs,"[('unsigned int *', 'in'), ('unsigned int *', 'out'), ('unsigned int', 'n'), ('unsigned int *', 'blkSums')]"
640,2,addPrevSum,runs,"[('unsigned int *', 'blkSumsScan'), ('unsigned int *', 'blkScans'), ('unsigned int', 'n')]"
640,3,exclusive_scan,runs,"[('unsigned int *', 'in'), ('unsigned int *', 'out'), ('int', 'n')]"
640,4,scatter,runs,"[('unsigned int *', 'in'), ('unsigned int *', 'in_pos'), ('unsigned int *', 'out'), ('unsigned int *', 'out_pos'), ('unsigned int', 'n'), ('unsigned int *', 'd_histScan'), ('unsigned int', 'mask'), ('unsigned int', 'current_bits'), ('unsigned int', 'nBins')]"
